Team,Coach Name,Conference,,Opponent,Opponent Conference,Date,Location,,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,Points,Opp Points,SM,Line,Over/Under Line,Total Points,,Wins,Losses,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3 rank,% of shots taken from 3,% of shots taken from 3 Rank,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G Rank,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,Oreb_rate,Oreb_rate_rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_RANK,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank
Boston University,Joe Jones,Patriot,,San Diego,WCC,8-Nov-24,"San Diego, CA",AWAY,731,1,0,1,0,0,60,74,-14,2.5,143.5,134,,0,1,0,-2,0,1,72,-8,29,62,62,0.467741935,N/A,29,N/A,9,21,0.428571429,N/A,9,N/A,0.375,N/A,0.338709677,N/A,5,11,0.454545455,N/A,5,N/A,0.177419355,N/A,115.755627,N/A,1.116666667,N/A,14,N/A,0.378378378,N/A,17,N/A,31,N/A,0.534482759,N/A,16,N/A,0,N/A,12,N/A,5,N/A,15,N/A,2,N/A,15,N/A,0,N/A,38,N/A,80,N/A,30,47,47,0.638297872,N/A,30,N/A,7,16,0.4375,N/A,7,N/A,0.2625,N/A,0.340425532,N/A,1.218181818,N/A,4,N/A,0.19047619,N/A,23,N/A,27,N/A,13,N/A,0.433333333,N/A,12,N/A,17,N/A,18,N/A,21,N/A,42,N/A,25,55,9,21,4,9,0.454545455,0.428571429,0.444444444,8,14,22,16,9,5,63,0.8621,0.8871,1,1,0.8,0.8182,0.9718,1,0.9778,0.5714,0.8235,0.7097,1,0.75,1,0.875,1,-25.29939597,-25.29939597,-25.29939597,0,-25.29939597,4,11,36.36363636,77,1,3,33.33333333,38,1,2,50,86,-5,348,6,23,7,15,2,28,1,281,1,276,1,275,0,66,0,0,0,54,0.5317,168,14.99670203,268,17.666,178
East Tennessee St.,Brooks Savage,Southern,,Eastern Kentucky,ASUN,8-Nov-24,"Johnson City, TN",HOME,"2,435",1,0,0,0,0,78,82,-4,-11.5,150.5,160,,0,0,0,-13,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5429,157,32.42990933,179,17.863,176
Eastern Kentucky,A.W. Hamilton,ASUN,,East Tennessee St.,Southern,8-Nov-24,"Johnson City, TN",AWAY,"2,435",1,0,1,0,0,82,78,4,11.5,150.5,160,,0,0,0,-5,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5417,159,35.90414305,166,20.343,157
UCF,Johnny Dawkins,Big 12,,Purdue Fort Wayne,Horizon,8-Nov-24,"Orlando, FL",HOME,"7,768",1,0,0,0,0,75,68,7,-11.5,150.5,143,,1,1,0.5,8,0,1,64,3,17,50,50,0.34,N/A,17,N/A,8,26,0.307692308,N/A,8,N/A,0.375,N/A,0.52,N/A,22,31,0.709677419,N/A,22,N/A,0.62,N/A,102.1059349,N/A,0.79245283,N/A,8,N/A,0.228571429,N/A,27,N/A,35,N/A,0.448717949,N/A,13,N/A,0,N/A,11,N/A,9,N/A,17,N/A,4,N/A,4,N/A,6,N/A,14,N/A,61,N/A,23,63,31.5,0.365079365,N/A,11.5,N/A,7,23,0.304347826,N/A,3.5,N/A,0.172131148,N/A,0.365079365,N/A,2,N/A,16,N/A,0.372093023,N/A,27,N/A,43,N/A,13,N/A,1.130434783,N/A,12,N/A,21,N/A,13,N/A,6,N/A,32,N/A,17,45,8,23,22,31,0.377777778,0.347826087,0.709677419,3,19,22,12,9,9,64,1,0.9,1,0.8846,1,1,1.1111,1.1304,1,0.375,0.7037,0.6286,0.9231,0.8182,1,1,1,37.79649684,37.79649684,37.79649684,–,37.79649684,4,5,80,3,0,1,0,64,6,9,66.66666667,58,9,3,7,14,5,47,1,52,3,340,1,275,0,1,0,67,1,0,0,54,0.6824,56,102.0636366,28,24.953,124
Purdue Fort Wayne,Jon Coffman,Horizon,,UCF,Big 12,8-Nov-24,"Orlando, FL",AWAY,"7,768",1,0,1,0,0,68,75,-7,11.5,150.5,143,,2,0,1,-13,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5,189,30.80191226,186,23.644,131
Loyola Marymount,Stan Johnson,WCC,,UC Irvine,Big West,8-Nov-24,"Los Angeles, CA",HOME,"1,144",1,0,0,0,0,51,66,-15,1.5,150.5,117,,0,0,0,-13,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4867,218,20.07194748,239,11.192,262
UC Irvine,Russell Turner,Big West,,Loyola Marymount,WCC,8-Nov-24,"Los Angeles, CA",AWAY,"1,144",1,0,1,0,0,66,51,15,-1.5,150.5,117,,0,2,0,-5,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5667,141,22.46818071,226,34.777,79
Oregon St.,Wayne Tinkle,WCC,,Weber St.,Big Sky,8-Nov-24,"Corvallis, OR",HOME,"3,041",1,0,0,0,0,76,48,28,-4.5,141.5,124,,2,0,1,-18,0,1,80,23,32,64,64,0.5,N/A,32,N/A,6,24,0.25,N/A,6,N/A,0.225,N/A,0.375,N/A,10,16,0.625,N/A,10,N/A,0.25,N/A,120.4819277,N/A,1.129032258,N/A,11,N/A,0.305555556,N/A,28,N/A,39,N/A,0.527027027,N/A,16,N/A,0,N/A,9,N/A,8,N/A,19,N/A,1,N/A,15,N/A,20,N/A,46,N/A,57,N/A,19,57,28.5,0.333333333,N/A,9.5,N/A,5,25,0.2,N/A,2.5,N/A,0.131578947,N/A,0.438596491,N/A,1.563636364,N/A,10,N/A,0.263157895,N/A,25,N/A,35,N/A,10,N/A,1.052631579,N/A,12,N/A,20,N/A,7,N/A,4,N/A,20,N/A,28,57,6,21,10,15,0.49122807,0.285714286,0.666666667,7,24,31,16,7,8,72,0.875,0.8906,1,0.875,1,0.9375,0.9825,1.1429,1.0667,0.6364,0.8571,0.7949,1,0.7778,1,0.9,1,35.97424023,35.97424023,35.97424023,–,35.97424023,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,61.06765105,81,-0.282,355
Weber St.,Eric Duft,Big Sky,,Oregon St.,WCC,8-Nov-24,"Corvallis, OR",AWAY,"3,041",1,0,1,0,0,48,76,-28,4.5,141.5,124,,0,2,0,-16,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,337,6.653741,306,13.204,226
Washington St.,David Riley,WCC,,Bradley,Missouri Valley,8-Nov-24,"Pullman, WA",HOME,"3,982",1,0,0,0,0,91,74,17,-1.5,154.5,165,,1,1,0.5,-5,0,1,100,8,30,57,57,0.526315789,N/A,30,N/A,15,32,0.46875,N/A,15,N/A,0.45,N/A,0.561403509,N/A,25,32,0.78125,N/A,25,N/A,0.561403509,N/A,129.8701299,N/A,1.136363636,N/A,12,N/A,0.444444444,N/A,27,N/A,39,N/A,0.582089552,N/A,15,N/A,0,N/A,21,N/A,6,N/A,25,N/A,-1,N/A,18,N/A,10,N/A,30,N/A,92,N/A,33,68,34,0.485294118,N/A,16.5,N/A,12,27,0.444444444,N/A,6,N/A,0.195652174,N/A,0.397058824,N/A,1.857142857,N/A,13,N/A,0.325,N/A,15,N/A,28,N/A,16,N/A,0.96969697,N/A,15,N/A,24,N/A,37,N/A,12,N/A,40,N/A,30,56,15,31,25,32,0.535714286,0.483870968,0.78125,9,25,34,14,20,6,100,1,0.9825,1,0.9688,1,1,1.0179,1.0323,1,0.75,0.9259,0.8718,0.9333,0.9524,1,1,1,-14.19184924,-14.19184924,-14.19184924,–,-14.19184924,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5821,126,36.911372,163,33.981,85
Bradley,Brian Wardle,Missouri Valley,,Washington St.,WCC,8-Nov-24,"Pullman, WA",AWAY,"3,982",1,0,1,0,1,74,91,-17,1.5,154.5,165,,1,0,1,-2,0,1,88,28,30,54,54,0.555555556,N/A,30,N/A,10,23,0.434782609,N/A,10,N/A,0.340909091,N/A,0.425925926,N/A,18,25,0.72,N/A,18,N/A,0.462962963,N/A,129.5641932,N/A,1.166666667,N/A,10,N/A,0.357142857,N/A,26,N/A,36,N/A,0.571428571,N/A,15,N/A,0,N/A,16,N/A,10,N/A,10,N/A,10,N/A,25,N/A,12,N/A,34,N/A,60,N/A,24,57,57,0.421052632,N/A,24,N/A,6,23,0.260869565,N/A,6,N/A,0.3,N/A,0.403508772,N/A,0.84375,N/A,9,N/A,0.257142857,N/A,18,N/A,27,N/A,8,N/A,0.333333333,N/A,17,N/A,20,N/A,19,N/A,5,N/A,26,N/A,26,43,9,19,14,19,0.604651163,0.473684211,0.736842105,6,17,23,15,13,9,75,0.8667,0.7963,0.9,0.8261,0.7778,0.76,1.0884,1.0895,1.0234,0.6,0.6538,0.6389,1,0.8125,0.9,0.8523,1,17.66319747,17.66319747,17.66319747,0,17.66319747,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.531,168,44.37555987,127,33.034,90
Fresno St.,Vance Walberg,Mountain West,,Sacramento St.,Big Sky,8-Nov-24,"Fresno, CA",HOME,"5,657",1,0,0,0,0,64,57,7,-7.5,159.5,121,,0,0,0,-21,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,337,14.41960175,275,12.17,241
Sacramento St.,Michael Czepil,Big Sky,,Fresno St.,Mountain West,8-Nov-24,"Fresno, CA",AWAY,"5,657",1,0,1,0,0,57,64,-7,7.5,159.5,121,,0,2,0,-10,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4196,269,2.408469343,321,9.014,301
Belmont,Casey Alexander,Missouri Valley,,Furman,Southern,8-Nov-24,"Nashville, TN",HOME,2194,1,0,0,0,0,74,76,-2,-2.5,159.5,150,,0,0,0,4,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.7329,40,37.99195895,157,30.544,99
Furman,Bob Richey,Southern,,Belmont,Missouri Valley,8-Nov-24,"Nashville, TN",AWAY,2194,1,0,1,0,0,76,74,2,2.5,159.5,150,,0,0,0,-1,0,0,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6872,53,63.1915367,73,34.492,80
Nicholls St.,Tevon Saddler,Southland,,South Alabama,Sun Belt,8-Nov-24,"Thibodaux, LA",HOME,644,1,0,0,0,0,64,70,-6,-5.5,151.5,134,,0,2,0,-16,0,1,84,-7,30,72,72,0.416666667,N/A,30,N/A,15,37,0.405405405,N/A,15,N/A,0.535714286,N/A,0.513888889,N/A,9,16,0.5625,N/A,9,N/A,0.222222222,N/A,106.3829787,N/A,1,N/A,14,N/A,0.304347826,N/A,35,N/A,49,N/A,0.494949495,N/A,18,N/A,0,N/A,17,N/A,4,N/A,19,N/A,-3,N/A,6,N/A,13,N/A,30,N/A,91,N/A,31,81,40.5,0.382716049,N/A,15.5,N/A,7,36,0.194444444,N/A,3.5,N/A,0.115384615,N/A,0.444444444,N/A,1.746835443,N/A,18,N/A,0.339622642,N/A,32,N/A,50,N/A,18,N/A,1.161290323,N/A,8,N/A,16,N/A,23,N/A,27,N/A,46,N/A,26,65,15,36,9,15,0.4,0.416666667,0.6,9,26,35,16,15,4,76,0.8667,0.9028,1,0.973,1,0.9375,0.96,1.0278,1.0667,0.6429,0.7429,0.7143,0.8889,0.8824,1,0.9048,1,49.56617406,49.56617406,49.56617406,–,49.56617406,4,14,28.57142857,92,2,5,40,35,1,1,100,1,2,35,8,8,7,16,4,6,2,309,2,309,4,353,2,7,0,0,1,8,0.2333,331,11.46933286,289,23.227,136
South Alabama,Richie Riley,Sun Belt,,Nicholls St.,Southland,8-Nov-24,"Thibodaux, LA",AWAY,644,1,0,1,0,0,70,64,6,5.5,151.5,134,,1,1,0.5,12,0,1,70,-4,25,53,53,0.471698113,N/A,25,N/A,9,28,0.321428571,N/A,9,N/A,0.385714286,N/A,0.528301887,N/A,11,16,0.6875,N/A,11,N/A,0.301886792,N/A,107.9580506,N/A,0.983333333,N/A,8,N/A,0.258064516,N/A,19,N/A,27,N/A,0.457627119,N/A,15,N/A,0,N/A,15,N/A,5,N/A,12,N/A,1,N/A,11,N/A,21,N/A,32,N/A,74,N/A,26,52,26,0.5,N/A,13,N/A,9,31,0.290322581,N/A,4.5,N/A,0.182432432,N/A,0.596153846,N/A,1.90625,N/A,9,N/A,0.321428571,N/A,23,N/A,32,N/A,17,N/A,1.307692308,N/A,17,N/A,13,N/A,22,N/A,14,N/A,32,N/A,25,50,9,26,11,16,0.5,0.346153846,0.6875,4,18,22,15,13,3,70,1,0.9434,1,0.9286,1,1,1.06,1.0769,1,0.5,0.9474,0.8148,1,0.8667,0.6,1,1,-32.4808606,-32.4808606,-32.4808606,–,-32.4808606,6,7,85.71428571,2,1,2,50,20,3,5,60,78,12,1,3,93,3,94,1,54,2,309,1,273,4,353,1,28,0,0,1,8,0.5758,129,33.27370461,175,16.889,184
Butler,Thad Matta,Big East,,Austin Peay,ASUN,8-Nov-24,"Indianapolis, IN",HOME,"7,193",1,0,0,0,0,66,68,-2,-14.5,147.5,134,,1,0,1,8,0,1,72,7,21,47,47,0.446808511,N/A,21,N/A,9,20,0.45,N/A,9,N/A,0.375,N/A,0.425531915,N/A,21,28,0.75,N/A,21,N/A,0.595744681,N/A,115.6812339,N/A,0.962264151,N/A,13,N/A,0.448275862,N/A,24,N/A,37,N/A,0.536231884,N/A,12,N/A,0,N/A,19,N/A,6,N/A,14,N/A,14,N/A,16,N/A,2,N/A,22,N/A,65,N/A,25,67,67,0.373134328,N/A,25,N/A,9,28,0.321428571,N/A,9,N/A,0.415384615,N/A,0.417910448,N/A,0.842857143,N/A,16,N/A,0.4,N/A,16,N/A,32,N/A,13,N/A,0.52,N/A,13,N/A,28,N/A,27,N/A,10,N/A,26,N/A,21,47,9,20,21,28,0.446808511,0.45,0.75,9,21,30,11,18,6,72,1,1,1,1,1,1,1,1,1,0.6923,0.875,0.8108,0.9167,0.9474,1,1,1,-16.68213485,-16.68213485,-16.68213485,0,-16.68213485,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5,190,92.14863925,36,2.512,352
Austin Peay,Corey Gipson,ASUN,,Butler,Big East,8-Nov-24,"Indianapolis, IN",AWAY,"7,193",1,0,1,0,0,68,66,2,14.5,147.5,134,,0,0,0,-8,0,1,0,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5429,159,30.16315218,190,19.648,164
